GEOID,centroid_lon,centroid_lat
06075017604,-122.41174823505119,37.779853623017125
06075010102,-122.41386588152963,37.80469356046049
06075033204,-122.48036969926802,37.71965808834939
06075026301,-122.43955127757528,37.71382802454137
06075030301,-122.4692513356592,37.756933424785245
06075025100,-122.40762022515642,37.74395043251657
06075020402,-122.44444743438153,37.752725888078594
06075031302,-122.46707467540719,37.713332558327885
06075012302,-122.41209721141546,37.78702216029632
06075061000,-122.39005874414033,37.71349124922911
06075010800,-122.41429125347956,37.796497784952095
06075015300,-122.43933455731492,37.78676161445084
06075025402,-122.41276555228622,37.7368853398584
06075025900,-122.41079305161146,37.72325880665073
06075030400,-122.46753492362446,37.74693887275064
06075012602,-122.4332972576501,37.80542232665264
06075032802,-122.48147776722718,37.7524053604163
06075980501,-122.41869690320365,37.718227022755485
06075010901,-122.41886142254575,37.79826785222452
06075015202,-122.43191113022978,37.78770477538511
06075011002,-122.41996628882421,37.7952617052023
06075015702,-122.44430934649922,37.7794851433926
06075025502,-122.43335046502783,37.73043430393535
06075015401,-122.45070608496493,37.78333031837957
06075061506,-122.39069947541067,37.78775970853618
06075047802,-122.49632332022819,37.7774321929546
06075022801,-122.41251238814792,37.76072568117692
06075030102,-122.45692946811246,37.758351431969835
06075030302,-122.47157216365868,37.751898258934034
06075023103,-122.37624712927516,37.735367840932724
06075016300,-122.42955362504162,37.77604491754237
06075026201,-122.45811258488415,37.70970350648884
06075061101,-122.40341232269584,37.79557835970501
06075010401,-122.41068578556117,37.802779277304836
06075022802,-122.40624276480241,37.75888830033554
06075023200,-122.38597428229176,37.72748313350856
06075016900,-122.43243279653858,37.767106113396665
06075021600,-122.43812152612556,37.74548293542561
06075030101,-122.45974601619756,37.764248685341066
06075016601,-122.44493384571454,37.77087788704086
06075025501,-122.4411224488955,37.725681518621194
06075061508,-122.38991042021931,37.7842251157369
06075015201,-122.42697593543029,37.78833230918282
06075012203,-122.417174080636,37.78574095517935
06075015801,-122.43735294834292,37.781293488104254
06075017801,-122.40115848753808,37.78202853948669
06075017700,-122.41247333407708,37.76803540188382
06075017101,-122.44614388719889,37.76577119453564
06075047903,-122.50374039903376,37.77542097385874
06075010101,-122.41160615247458,37.80667544368499
06075013401,-122.4383321535213,37.790159747978045
06075061102,-122.40736583951045,37.7954830575813
06075010600,-122.40638744451066,37.79937356823259
06075025401,-122.42097023927194,37.73774577995685
06075011200,-122.41273186316866,37.79297117204413
06075021100,-122.42981542570391,37.75397075500246
06075023102,-122.38457655322536,37.73453468950783
